periodo,anio,fecha_descarga,distrito_fiscal,tipo_fiscalia,materia,especialidad,tipo_caso,especializada,ingresado,atendido,ubigeo_pjfs,dpto_pjfs,prov_pjfs,dist_pjfs,fecha_corte,año_descarga
ENERO - DICIEMBRE,2021,2022-11-01,AMAZONAS,PROVINCIAL,PENAL,PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,11195,10084,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,AMAZONAS,PROVINCIAL,PENAL,PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,7,2,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,AMAZONAS,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,MATERIA AMBIENTAL,44,44,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,AMAZONAS,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,NO_TIPO_ESPECIALIZADA,108,104,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,AMAZONAS,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,NO_TIPO_ESPECIALIZADA,341,340,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,AMAZONAS,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,4,3,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,AMAZONAS,SUPERIOR,FAMILIA,FAMILIA PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,7,6,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,AMAZONAS,SUPERIOR,FAMILIA,FAMILIA PENAL,INCIDENTE,NO_TIPO_ESPECIALIZADA,1,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,AMAZONAS,SUPERIOR,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,2,0,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,AMAZONAS,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,24,13,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,AMAZONAS,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,INCIDENTE,NO_TIPO_ESPECIALIZADA,69,59,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,AMAZONAS,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,NO_TIPO_ESPECIALIZADA,622,611,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,AMAZONAS,SUPERIOR,PENAL,PENAL,APELACION EXPEDIENTE,NO_TIPO_ESPECIALIZADA,1,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,AMAZONAS,SUPERIOR,PENAL,PENAL,CONSULTAS,NO_TIPO_ESPECIALIZADA,106,103,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,AMAZONAS,SUPERIOR,PENAL,PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,103,102,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,AMAZONAS,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,NO_TIPO_ESPECIALIZADA,17,16,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,AMAZONAS,SUPERIOR,PENAL,PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,121,113,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,AMAZONAS,SUPERIOR,PENAL,PENAL,INCIDENTE-EXPEDIENTE,NO_TIPO_ESPECIALIZADA,10,8,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,AMAZONAS,SUPERIOR,PENAL,PENAL,QUEJAS,NO_TIPO_ESPECIALIZADA,489,472,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,ANCASH,PROVINCIAL,CIVIL,CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,64,64,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,ANCASH,PROVINCIAL,FAMILIA,ACTOS CONTRA LA LIBERTAD SEXUAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,27,25,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,ANCASH,PROVINCIAL,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,574,553,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,ANCASH,PROVINCIAL,FAMILIA,FAMILIA PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,394,378,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,ANCASH,PROVINCIAL,FAMILIA,FAMILIA PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,210,199,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,ANCASH,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,DENUNCIA,NO_TIPO_ESPECIALIZADA,278,258,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,ANCASH,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,90,89,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,ANCASH,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,DENUNCIA,NO_TIPO_ESPECIALIZADA,45,44,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,ANCASH,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,19,18,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,ANCASH,PROVINCIAL,PENAL,PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,1,1,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,ANCASH,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,NO_TIPO_ESPECIALIZADA,318,318,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,ANCASH,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,648,623,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,ANCASH,PROVINCIAL,PENAL,PENAL,DENUNCIA,MATERIA AMBIENTAL,150,150,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,ANCASH,PROVINCIAL,PENAL,PENAL,DENUNCIA,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,2946,2853,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,ANCASH,PROVINCIAL,PENAL,PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,14612,13863,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,ANCASH,PROVINCIAL,PENAL,PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,16,12,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,ANCASH,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,MATERIA AMBIENTAL,151,151,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,ANCASH,SUPERIOR,CIVIL,CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,12,11,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,ANCASH,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,95,94,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,ANCASH,SUPERIOR,FAMILIA,FAMILIA CIVIL,INCIDENTE,NO_TIPO_ESPECIALIZADA,4,4,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,ANCASH,SUPERIOR,FAMILIA,FAMILIA PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,41,41,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,ANCASH,SUPERIOR,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,14,14,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,ANCASH,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,357,357,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,ANCASH,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,INCIDENTE,NO_TIPO_ESPECIALIZADA,41,41,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,ANCASH,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,91,91,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,ANCASH,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,NO_TIPO_ESPECIALIZADA,655,598,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,ANCASH,SUPERIOR,PENAL,PENAL,APELACION EXPEDIENTE,NO_TIPO_ESPECIALIZADA,21,21,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,ANCASH,SUPERIOR,PENAL,PENAL,CONSULTAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,89,89,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,ANCASH,SUPERIOR,PENAL,PENAL,CONSULTAS,NO_TIPO_ESPECIALIZADA,231,231,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,ANCASH,SUPERIOR,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,51,51,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,ANCASH,SUPERIOR,PENAL,PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,84,76,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,ANCASH,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,DELITOS DE CORRUPCION DE FUNCIONARIOS,9,9,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,ANCASH,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,NO_TIPO_ESPECIALIZADA,21,21,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,ANCASH,SUPERIOR,PENAL,PENAL,EXPEDIENTE,DELITOS DE CORRUPCION DE FUNCIONARIOS,8,7,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,ANCASH,SUPERIOR,PENAL,PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,42,42,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,ANCASH,SUPERIOR,PENAL,PENAL,INCIDENTE-EXPEDIENTE,NO_TIPO_ESPECIALIZADA,12,12,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,ANCASH,SUPERIOR,PENAL,PENAL,QUEJAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,75,75,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,ANCASH,SUPERIOR,PENAL,PENAL,QUEJAS,NO_TIPO_ESPECIALIZADA,1189,1189,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,APURIMAC,PROVINCIAL,CIVIL,CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,56,52,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,APURIMAC,PROVINCIAL,FAMILIA,ACTOS CONTRA LA LIBERTAD SEXUAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,87,84,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,APURIMAC,PROVINCIAL,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,338,327,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,APURIMAC,PROVINCIAL,FAMILIA,FAMILIA PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,487,434,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,APURIMAC,PROVINCIAL,FAMILIA,FAMILIA PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,100,89,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,APURIMAC,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,DENUNCIA,NO_TIPO_ESPECIALIZADA,883,863,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,APURIMAC,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,122,100,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,APURIMAC,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,DENUNCIA,NO_TIPO_ESPECIALIZADA,210,196,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,APURIMAC,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,6,5,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,CRIMINALIDAD ORGANIZADA,35,31,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,APURIMAC,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,NO_TIPO_ESPECIALIZADA,352,352,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,247,233,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,MATERIA AMBIENTAL,242,236,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE TRAFICO ILICITO DE DROGAS,41,41,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,96,88,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,16876,15988,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,APURIMAC,PROVINCIAL,PENAL,PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,10,5,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,APURIMAC,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,MATERIA AMBIENTAL,39,37,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,APURIMAC,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,NO_TIPO_ESPECIALIZADA,184,176,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,11,11,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,APURIMAC,SUPERIOR,CIVIL,CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,9,9,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,APURIMAC,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,17,17,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,APURIMAC,SUPERIOR,FAMILIA,FAMILIA CIVIL,INCIDENTE,NO_TIPO_ESPECIALIZADA,1,1,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,APURIMAC,SUPERIOR,FAMILIA,FAMILIA PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,22,22,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,APURIMAC,SUPERIOR,FAMILIA,FAMILIA PENAL,INCIDENTE,NO_TIPO_ESPECIALIZADA,3,3,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,APURIMAC,SUPERIOR,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,7,7,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,APURIMAC,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,86,86,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,APURIMAC,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,INCIDENTE,NO_TIPO_ESPECIALIZADA,8,8,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,APURIMAC,SUPERIOR,PENAL,PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,28,28,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,APURIMAC,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,NO_TIPO_ESPECIALIZADA,3,2,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,APURIMAC,SUPERIOR,PENAL,PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,31,31,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,APURIMAC,SUPERIOR,PENAL,PENAL,INCIDENTE-EXPEDIENTE,NO_TIPO_ESPECIALIZADA,23,23,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,APURIMAC,SUPERIOR,PENAL,PENAL,QUEJAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,43,43,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,APURIMAC,SUPERIOR,PENAL,PENAL,QUEJAS,NO_TIPO_ESPECIALIZADA,617,613,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,APURIMAC,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,60,60,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,APURIMAC,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,NO_TIPO_ESPECIALIZADA,396,386,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,APURIMAC,SUPERIOR,PENAL,PENAL,CONSULTAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,24,24,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2022
ENERO - DICIEMBRE,2021,2022-11-01,APURIMAC,SUPERIOR,PENAL,PENAL,CONSULTAS,NO_TIPO_ESPECIALIZADA,67,66,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2022
